##BLOCKS= 7          
Note:
PROTOCOL REVISION HISTORY:
v1.0.0: original protocol created (MDC)
v1.0.1: 06/30/05 - Updated, spell checked, & formatted to new style guide. (DW)
v1.0.2: 10/02/05 - Updated Reader Suitability section for v5.0 release. (DW)

READER SUITABILITY:
VMax, VersaMax
SpectraMax, Plus, Plus 384
SpectraMax 190, 340PC, 340PC 384
SpectraMax Gemini, Gemini XS, Gemini EM, Gemini XPS
SpectraMax M2, SpectraMax M5
FlexStation, II, II 384
~End
Note:
Basic Kinetic Protocol

Unfamiliar with SoftMax Pro software?
If you are new to SoftMax Pro software, we strongly recommended spending time familiarizing yourself with the powerful features by completing at least one of the tutorials located in the Tutorials folder.

Use this protocol as the starting point for kinetic assays that have unknowns that will have concentrations interpolated from a standard curve.  Modify the instrument setup for your assay.  You may add more groups of unknowns, controls, or standards to the template to fit your assay.
~End
Plate:	Plate01	1.3	TimeFormat	Kinetic	Fluorescence	TRUE	Raw	FALSE	501	7500	15				1	407	1	12	96	364	Automatic	None			12	Automatic			1	1	None	
Time(hh:mm:ss)	Temperature(¡C)	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	
28:00	22.30	2697.356	2739.859	2765.669	2867.321	2772.482	2647.908	2804.013	2943.719	2917.799	3348.004	3535.457	634.002																																																																																					
28:15	22.30	2704.535	2737.588	2781.123	2863.828	2773.924	2667.534	2815.698	2940.047	2913.019	3346.565	3537.968	632.196																																																																																					
28:30	22.30	2706.89	2743.879	2790.792	2885.491	2782.491	2675.542	2806.098	2956.417	2933.191	3358.401	3547.373	630.645																																																																																					
28:45	22.30	2721.19	2749.11	2778.735	2877.836	2795.132	2667.691	2822.013	2959.377	2927.535	3360.635	3536.465	632.468																																																																																					
29:00	22.30	2721.083	2751.034	2795.469	2884.538	2796.662	2686.237	2829.721	2968.807	2923.825	3351.971	3517.707	630.297																																																																																					
29:15	22.30	2734.693	2758.167	2801.558	2891.204	2803.806	2703.416	2841.875	2963.589	2938.558	3370.661	3527.806	628.199																																																																																					
29:30	22.30	2744.161	2763.38	2810.634	2917.326	2819.109	2702.377	2842.061	2971.828	2936.309	3359.243	3527.396	622.145																																																																																					
29:45	22.30	2740.329	2777.509	2829.403	2909.454	2825.124	2696.007	2845.03	2976.557	2949.534	3354.204	3529.977	622.796																																																																																					
30:00	22.30	2746.094	2784.235	2824.306	2923.755	2827.455	2706.893	2844.79	2987.447	2960.558	3371.711	3524.237	625.131																																																																																					
30:15	22.30	2757.72	2793.914	2827.511	2935.446	2831.969	2707.643	2860.954	2977.521	2969.436	3355.403	3541.605	629.682																																																																																					
30:30	22.30	2771.688	2803.355	2846.379	2929.151	2837.37	2734.154	2872.71	2991.121	2958.503	3364.61	3533.573	626.956																																																																																					
30:45	22.30	2766.856	2790.904	2842.377	2935.745	2854.62	2728.042	2869.029	3004.016	2966.604	3386.025	3519.826	619.563																																																																																					
31:00	22.30	2780.087	2808.76	2850.591	2932.632	2865.751	2742.217	2877.504	3007.044	2978.689	3375.553	3522.792	622.655																																																																																					
31:15	22.30	2781.016	2812.351	2855.454	2949.75	2869.057	2748.918	2884.219	3017.179	2976.691	3386.2	3513.829	630.498																																																																																					
31:30	22.30	2787.193	2822.143	2859.625	2951.348	2872.145	2744.629	2878.827	3014.994	2995.07	3371.032	3522.734	625.792																																																																																					
31:45	22.30	2795.941	2821.26	2872.347	2961.467	2875.914	2760.3	2897.894	3028.546	2997.6	3377.574	3527.221	619.77																																																																																					
32:00	22.30	2803.255	2847.676	2870.855	2959.296	2894.33	2765.266	2902.822	3041.751	2997.671	3393.269	3522.318	616.707																																																																																					
32:15	22.30	2817.493	2844.119	2875.752	2986.986	2882.117	2776.03	2896.673	3024.726	2994.491	3378.107	3520.039	627.281																																																																																					
32:30	22.30	2819.31	2837.635	2891.282	2971.033	2884.78	2783.28	2913.625	3037.311	3007.284	3385.311	3523.008	630.656																																																																																					
32:45	22.30	2822.283	2859.677	2887.64	2998.281	2906.836	2776.417	2921.128	3046.281	3012.99	3379.742	3513.887	627.154																																																																																					
33:00	22.30	2812.667	2850.969	2900.556	2998.439	2902.182	2785.498	2921.473	3039.183	3024.318	3394.135	3524.616	636.1																																																																																					
33:15	22.30	2827.115	2874.111	2893.569	2981.558	2914.68	2799.63	2923.381	3056.542	3033.536	3383.226	3519.205	630.037																																																																																					
33:30	22.30	2827.225	2868.316	2912.179	2999.841	2918.596	2809.969	2921.095	3054.464	3021.12	3391.021	3516.377	626.563																																																																																					
33:45	22.30	2853.128	2869.114	2909.516	3001.576	2916.263	2799.987	2938.594	3060.832	3037.4	3385.538	3509.452	611.386																																																																																					
34:00	22.30	2842.23	2886.582	2913.738	3001.804	2931.44	2815.328	2934.803	3066.287	3034.437	3394.524	3526.384	622.945																																																																																					
34:15	22.30	2860.317	2901.942	2931.428	3000.883	2918.551	2821.595	2944.936	3083.215	3045.615	3408.612	3512.65	614.01																																																																																					
34:30	22.30	2862.596	2888.391	2927.345	3013.622	2932.899	2827.864	2942.174	3071.044	3051.798	3397.358	3515.754	610.555																																																																																					
34:45	22.30	2850.57	2888.732	2930.481	3019.871	2954.609	2834.672	2954.805	3077.862	3044.145	3414.421	3504.821	614.868																																																																																					
35:00	22.30	2859.275	2904.381	2935.061	3023.932	2953.28	2850.284	2951.813	3090.057	3048.884	3412.908	3506.979	626.899																																																																																					
35:15	22.30	2874.43	2914.002	2944.613	3029.507	2953.713	2836.652	2972.768	3102.398	3063.14	3399.423	3505.846	626.793																																																																																					
35:30	22.30	2861.335	2915.808	2954.014	3029.166	2962.219	2841.262	2965.481	3105.846	3061.424	3409.366	3508.519	620.178																																																																																					
35:45	22.30	2866.306	2919.051	2946.29	3027.013	2980.738	2865.166	2963.199	3097.971	3050.63	3401.275	3507.421	617.946																																																																																					
36:00	22.30	2871.267	2918.773	2957.453	3046.188	2966.862	2861.683	2978.588	3106.591	3067.361	3403.859	3502.717	617.125																																																																																					
36:15	22.30	2874.636	2932.886	2959.504	3047.557	2983.464	2867.332	2980.342	3111.084	3073.578	3400.086	3500.578	618.432																																																																																					
36:30	22.30	2897.051	2930.578	2962.298	3037.083	2983.156	2855.471	2986.772	3108.617	3077.561	3409.573	3492.986	623.667																																																																																					
36:45	22.30	2886.577	2930.477	2958.276	3053.474	2973.551	2870.885	2992.136	3110.43	3080.027	3396.435	3499.939	626.931																																																																																					
37:00	22.30	2899.781	2933.204	2972.123	3052.531	2988.099	2884.331	2995.852	3120.804	3087.423	3389.15	3491.878	623.937																																																																																					
37:15	22.30	2902.3	2938.952	2977.459	3066.476	2986.33	2875.049	3005.048	3125.106	3091.991	3409.471	3490.657	635.754																																																																																					
37:30	22.30	2906.828	2949.872	2993.724	3055.683	3008.223	2890.51	3007.006	3124.874	3082.619	3416.051	3478.752	628.019																																																																																					
37:45	22.30	2909.44	2942.222	2988.384	3067.473	3010.568	2887.084	3011.119	3128.039	3096.284	3405.134	3492.972	623.096																																																																																					
38:00	22.30	2903.669	2951.256	2987.906	3066.044	3014.458	2892.158	2988.915	3122.008	3082.414	3403.834	3492.771	612.423																																																																																					
38:15	22.30	2920.101	2949.868	2997.139	3077.373	3014.759	2904.819	3009.419	3132.366	3104.162	3405.133	3490.399	610.402																																																																																					
38:30	22.30	2917.81	2972.019	2993.145	3072.57	3016.981	2912.266	3025.441	3126.548	3105.94	3402.034	3502.773	622.296																																																																																					
38:45	22.30	2919.684	2966.94	2999.768	3091.552	3022.823	2906.793	3013.996	3135.15	3114.739	3420.101	3494.707	623.729																																																																																					
39:00	22.30	2924.116	2977.382	3015.15	3077.62	3022.322	2923.758	3031.672	3135.989	3105.77	3424.112	3486.005	624.362																																																																																					
39:15	22.30	2921.837	2974.371	3020.816	3102.926	3019.277	2911.869	3020.473	3141.771	3101.059	3403.791	3489.412	629.735																																																																																					
39:30	22.30	2939.245	2986.75	3007.241	3088.769	3037.249	2918.888	3027.17	3145.122	3114.618	3412.532	3477.277	611.464																																																																																					
39:45	22.30	2934.024	2974.64	3025.462	3114.205	3036.063	2925.316	3038.396	3159.469	3123.586	3416.199	3469.68	630.611																																																																																					
40:00	22.30	2936.29	2983.371	3014.276	3108.086	3029.452	2921.415	3035.369	3144.981	3125.761	3421.044	3479.881	634.814																																																																																					
40:15	22.30	2926.612	2984.381	3026.462	3098.949	3048.347	2933.826	3033.388	3142.801	3121.55	3424.823	3484.714	644.741																																																																																					
40:30	22.30	2934.102	2994.797	3035.979	3109.028	3046.983	2934.018	3044.359	3159.892	3125.606	3426.489	3481.421	628.634																																																																																					
40:45	22.30	2949.495	2998.726	3032.359	3100.434	3042.897	2943.865	3033.141	3155.646	3138.67	3416.131	3479.894	633.501																																																																																					
41:00	22.30	2946.208	3002.042	3033.308	3107.282	3051.656	2943.612	3043.109	3169.175	3140.544	3439.319	3472.829	618.988																																																																																					
41:15	22.30	2949.893	3013.748	3036.344	3117.888	3053.517	2965.316	3043.045	3169.648	3133.501	3411.39	3461.551	619.379																																																																																					
41:30	22.30	2952.194	3019.036	3043.219	3120.911	3056.03	2959.323	3046.125	3169.827	3150.959	3423.514	3477.11	621.687																																																																																					
41:45	22.30	2949.21	3019.298	3049.749	3121.246	3053.204	2959.034	3064.653	3182.838	3156.088	3410.864	3451.189	625.375																																																																																					
42:00	22.30	2962.219	2997.159	3054.613	3136.625	3057.968	2963.221	3062.515	3172.75	3153.917	3434.238	3453.283	628.97																																																																																					
42:15	22.30	2961.335	3004.743	3052.366	3118.864	3079.531	2959.776	3066.867	3174.055	3151.201	3431.089	3463.904	622.049																																																																																					
42:30	22.30	2966.876	3022.763	3042.717	3129.234	3076.238	2958.784	3066.228	3171.938	3157.888	3416.94	3463.212	631.136																																																																																					
42:45	22.30	2966.213	3038.689	3064.633	3118.754	3072.087	2977.604	3061.416	3187.461	3159.033	3431.191	3462.315	615.224																																																																																					
43:00	22.30	2972.916	3022.762	3066.84	3130.251	3081.161	2981.008	3078.292	3179.506	3155.73	3414.339	3462.698	617.955																																																																																					
43:15	22.30	2982.81	3018.485	3060.927	3138.979	3074.592	2984.095	3085.914	3187.485	3166.667	3426.911	3447.466	620.147																																																																																					
43:30	22.30	2983.285	3025.526	3059.878	3142.043	3078.468	2973.495	3084.819	3187.258	3169.009	3438.811	3440.451	615.005																																																																																					
43:45	22.30	2978.895	3036.169	3063.171	3143.105	3081.198	2977.918	3083.725	3196.529	3179.361	3419.471	3448.181	612.226																																																																																					
44:00	22.30	2979.708	3034.976	3078.411	3142.812	3090.855	2986.158	3079.38	3208.806	3164.462	3424.544	3458.573	613.555																																																																																					
44:15	22.30	2991.398	3045.159	3072.971	3158.926	3093.115	2977.286	3087.917	3196.98	3165.383	3417.718	3442.556	628.869																																																																																					
44:30	22.30	2984.132	3051.607	3083.899	3150.584	3095.614	2993.266	3080.854	3200.242	3171.38	3433.216	3456.395	629.64																																																																																					
44:45	22.30	2987.78	3043.733	3073.433	3143.215	3101.247	3003.01	3100.393	3197.928	3183.946	3431.928	3451.158	608.671																																																																																					
45:00	22.30	2992.567	3057.795	3078.352	3145.002	3099.597	2997.105	3088.786	3198.465	3177.075	3418.802	3451.989	622.119																																																																																					
45:15	22.30	2993.77	3064.675	3079.272	3157.848	3104.177	3000.223	3096.082	3205.193	3176.806	3422.914	3435.14	621.918																																																																																					
45:30	22.30	2988.858	3067.594	3093.747	3158.543	3104.435	3013.504	3098.44	3213.565	3176.621	3427.587	3438.692	627.598																																																																																					
45:45	22.30	2993.221	3058.782	3085.151	3173.229	3091.556	2991.67	3094.001	3226.229	3176.255	3416.236	3434.408	625.118																																																																																					
46:00	22.30	2991.815	3058.969	3099.229	3160.272	3119.901	3010.788	3095.103	3204.162	3179.983	3412.1	3439.438	625.664																																																																																					
46:15	22.30	2996.051	3062.365	3094.687	3163.711	3111.924	3008.71	3103.686	3223.277	3179.899	3423.862	3433.806	625.175																																																																																					
46:30	22.30	2992.863	3064.164	3111.548	3171.232	3113.099	3013.068	3115.898	3223.196	3190.352	3416.717	3432.023	637.772																																																																																					
46:45	22.30	3004.62	3069.126	3095.79	3170.822	3107.198	3015.906	3104.878	3226.322	3184.977	3418.297	3433.205	628.197																																																																																					
47:00	22.30	2997.08	3063.667	3098.453	3173.467	3131.656	3017.132	3108.071	3216.623	3192.778	3436.04	3439.396	638.353																																																																																					
47:15	22.30	3008.987	3073.912	3112.232	3156.336	3122.289	3025.179	3114.332	3228.243	3185.609	3420.287	3439.705	621.018																																																																																					
47:30	22.30	3003.158	3070.434	3102.647	3168.611	3133.926	3028.649	3109.103	3220.598	3190.901	3422.105	3416.19	626.585																																																																																					
47:45	22.30	3008.233	3086.363	3103.576	3180.977	3127.004	3019.596	3105.018	3242.583	3196.431	3419.071	3431.537	624.882																																																																																					
48:00	22.30	3020.721	3094.294	3116.094	3183.992	3124.562	3020.813	3125.102	3220.536	3190.494	3412.507	3435.585	619.561																																																																																					
48:15	22.30	3008.717	3085.377	3107.95	3182.521	3124.884	3028.668	3117.216	3225.192	3188.002	3430.141	3412.591	607.714																																																																																					
48:30	22.30	3018.248	3092.445	3115.042	3192.792	3142.481	3048.829	3130.519	3227.562	3207.706	3417.143	3434.203	622.242																																																																																					
48:45	22.30	3017.94	3092.587	3114.801	3179.195	3135.249	3022.113	3131.521	3236.815	3201.36	3425.329	3416.286	640.832																																																																																					
49:00	22.30	3008.33	3085.698	3117.132	3191.866	3134.022	3040.514	3102.395	3236.233	3195.481	3437.349	3414.541	637.965																																																																																					
49:15	22.30	3025.83	3085.312	3119.815	3170.305	3148.615	3047.051	3128.647	3228.406	3191.764	3423.422	3426.708	602.57																																																																																					
49:30	22.30	3016.251	3076.505	3115.607	3180.398	3148.986	3041.856	3128.839	3241.611	3218.115	3410.685	3420.664	613.299																																																																																					
49:45	22.30	3020.038	3091.121	3117.36	3190.274	3149.222	3032.629	3119.314	3243.865	3212.537	3404.489	3428.036	614.48																																																																																					
50:00	22.30	3017.377	3085.033	3128.344	3196.958	3147.937	3036.704	3130.574	3241.564	3216.35	3411.525	3411.029	616.587																																																																																					
50:15	22.30	3021.271	3097.205	3121.714	3207.457	3143.152	3049.943	3131.971	3253.241	3218.746	3413.235	3415.447	619.377																																																																																					
50:30	22.30	3027.125	3099.836	3128.831	3198.169	3161.145	3041.074	3126.363	3236.221	3205.103	3422.064	3406.331	623.863																																																																																					
50:45	22.30	3031.675	3100.77	3136.86	3201.57	3155.479	3058.715	3146.358	3249.257	3218.109	3409.178	3402.9	629.436																																																																																					
51:00	22.30	3021.166	3091.651	3132.872	3202.003	3163.873	3055.982	3137.759	3248.291	3227.575	3428.037	3408.502	625.161																																																																																					
51:15	22.30	3025.636	3102.757	3132.877	3190.263	3169.287	3054.08	3124.486	3239.095	3204.611	3421.197	3405.409	627.343																																																																																					
51:30	22.30	3018.356	3093.779	3151.078	3189.614	3156.944	3053.9	3138.828	3237.207	3225.758	3407.753	3406.867	620.471																																																																																					
51:45	22.30	3031.083	3118.675	3130.747	3200.11	3155.74	3054.244	3140.478	3245.21	3221.21	3419.902	3405.123	618.951																																																																																					
52:00	22.30	3023.398	3101.255	3136.495	3192.348	3154.53	3058.815	3129.089	3253.36	3218.844	3407.985	3403.808	600.515																																																																																					
52:15	22.30	3031.426	3113.508	3139.239	3202.626	3155.585	3063.47	3143.475	3243.519	3219.382	3426.967	3395.004	620.187																																																																																					
52:30	22.30	3019.873	3101.255	3135.831	3211.84	3155.366	3066.131	3153.445	3248.951	3226.611	3422.455	3395.197	606.875																																																																																					
52:45	22.30	3032.118	3106.833	3135.328	3222.12	3160.227	3074.438	3150.484	3255.155	3233.306	3407.251	3401.612	623.82																																																																																					
53:00	22.30	3029.915	3104.167	3140.351	3216.098	3167.194	3066.281	3164.56	3262.703	3218.357	3405.665	3382.776	624.54																																																																																					
53:15	22.30	3035.885	3106.989	3142.074	3226.71	3168.301	3065.303	3147.552	3258.473	3233.419	3394.102	3383.26	622.581																																																																																					
53:30	22.30	3025.26	3112.905	3144.407	3219.726	3171.084	3059.354	3152.809	3258.959	3220.191	3402.274	3391.183	622.369																																																																																					
53:45	22.30	3035.464	3110.005	3157.73	3203.607	3172.972	3074.725	3144.777	3253.883	3235.829	3405.165	3389.468	617.641																																																																																					
54:00	22.30	3025.78	3111.539	3144.414	3203.919	3164.463	3053.993	3161.423	3264.773	3241.338	3395.097	3392.411	621.089																																																																																					
54:15	22.30	3036.01	3111.056	3152.87	3213.641	3162.318	3072.707	3162.623	3254.065	3225.878	3392.333	3394.128	615.117																																																																																					
54:30	22.30	3037.458	3119.554	3153.627	3228.658	3179.73	3069.203	3161.756	3261.249	3229.835	3399.861	3387.245	612.098																																																																																					
54:45	22.30	3035.47	3124.403	3149.838	3222.481	3162.273	3075.854	3156.028	3273.79	3243.984	3386.876	3373.097	605.94																																																																																					
55:00	22.30	3040.337	3108.26	3145.566	3218.529	3184.497	3070.25	3165.47	3264.775	3230.51	3402.751	3376.892	621.753																																																																																					
55:15	22.30	3046.833	3123.091	3156.061	3226.578	3173.245	3069.933	3164.453	3270.446	3238.348	3396.585	3365.977	630.404																																																																																					
55:30	22.30	3039.775	3126.49	3157.545	3221.722	3180.006	3087.945	3155.772	3276.429	3238.739	3405.821	3382.153	618.362																																																																																					
55:45	22.30	3040.664	3123.554	3147.557	3230.663	3190.586	3075.463	3145.688	3272.202	3234.169	3394.072	3368.154	627.602																																																																																					
56:00	22.30	3039.049	3110.583	3132.781	3214.646	3194.839	3075.393	3146.245	3274.959	3240.764	3399.223	3372.51	629.95																																																																																					
56:15	22.30	3030.115	3120.875	3173.293	3212.383	3181.859	3082.833	3163.217	3264.809	3233.417	3412.531	3372.009	619.661																																																																																					
56:30	22.30	3042.573	3108.989	3154.079	3202.307	3184.958	3067.616	3158.104	3268.209	3251.634	3381.387	3379.192	611.193																																																																																					
56:45	22.30	3042.174	3135.984	3156.642	3229.779	3175.968	3079.472	3143.26	3269.606	3237.702	3377.096	3379.187	612.988																																																																																					
57:00	22.30	3036.101	3122.765	3168.033	3214.483	3177.489	3090.408	3161.268	3267.205	3230.406	3402.184	3362.049	615.477																																																																																					
57:15	22.30	3031.31	3134.65	3174.789	3219.831	3195.455	3084.597	3164.937	3259.943	3235.932	3407.785	3355.678	623.818																																																																																					
57:30	22.30	3038.527	3129.372	3157.145	3244.516	3184.837	3081.379	3172.965	3288.408	3243.421	3391.481	3355.432	613.769																																																																																					
57:45	22.30	3048.406	3136.488	3176.036	3223.239	3185.844	3082.919	3172.165	3275.665	3231.656	3398.509	3358.293	618.555																																																																																					
58:00	22.30	3041.757	3112.789	3162.298	3221.963	3191.452	3087.505	3171.75	3268.41	3237.755	3391.427	3368.047	614.742																																																																																					
58:15	22.30	3035.873	3126.658	3163.277	3232.902	3187.75	3089.526	3166.73	3267.636	3242.824	3377.648	3356.26	614.083																																																																																					
58:30	22.30	3041.167	3119.476	3164.99	3226.253	3190.423	3092.532	3165.004	3271.327	3246.064	3381.691	3362.725	615.91																																																																																					
58:45	22.30	3040.506	3132.22	3166.987	3217.592	3201.665	3084.113	3155.02	3272.131	3239.071	3374.813	3345.132	609.371																																																																																					
59:00	22.30	3044.428	3121.304	3168.948	3222.37	3196.093	3096.81	3165.3	3274.308	3226.889	3372.14	3345.504	614.483																																																																																					
59:15	22.30	3038.117	3137.163	3170.55	3231.566	3185.426	3089.514	3172.906	3274.207	3240.431	3381.911	3349.626	616.233																																																																																					
59:30	22.30	3045.712	3129.932	3171.323	3233.077	3194.75	3095.077	3172.598	3274.838	3243.308	3393.438	3338.409	620.726																																																																																					
59:45	22.30	3037.52	3136.638	3188.078	3234.36	3180.959	3096.469	3170.108	3271.223	3232.687	3375.925	3344.153	613.961																																																																																					
1:00:00	22.30	3031.503	3129.502	3168.941	3231.433	3182.243	3084.427	3171.605	3286.262	3240.777	3383.327	3349.891	621.219																																																																																					
1:00:15	22.30	3050.049	3131.013	3179.004	3234.958	3204.786	3100.761	3174.752	3272.218	3239.797	3380.654	3325.595	615.266																																																																																					
1:00:30	22.30	3055.361	3137.02	3175.29	3223.059	3193.1	3096.529	3161.879	3281.067	3235.778	3381.945	3339.352	623.589																																																																																					
1:00:45	22.30	3030.234	3118.189	3183.563	3220.354	3198.867	3099.154	3199.542	3282.314	3231.412	3377.096	3344.467	608.086																																																																																					
1:01:00	22.30	3036.296	3152.25	3175.116	3234.305	3193.65	3102.636	3174.438	3280.802	3237.363	3375.467	3346.864	614.809																																																																																					
1:01:15	22.30	3026.968	3138.197	3175.225	3231.737	3195.194	3105.458	3178.247	3279.249	3251.387	3373.716	3330.756	612.827																																																																																					
1:01:30	22.30	3033.463	3129.49	3175.09	3240.094	3202.53	3096.42	3179.36	3283.606	3242.222	3370.513	3324.717	618.69																																																																																					
1:01:45	22.30	3039.409	3140.359	3171.808	3232.287	3204.917	3114.205	3174.947	3286.315	3245.96	3365.307	3357.108	618.801																																																																																					
1:02:00	22.30	3042.799	3135.127	3174.078	3235.517	3205.406	3101.575	3180.326	3280.198	3247.027	3375.66	3334.93	618.48																																																																																					
1:02:15	22.30	3037.583	3132.457	3180.681	3251.396	3206.073	3105.629	3175.067	3259.065	3247.094	3367.597	3337.993	626.301																																																																																					
1:02:30	22.30	3041.669	3130.688	3178.912	3243.415	3209.523	3104.079	3180.009	3275.88	3250.578	3359.402	3328.107	608.969																																																																																					
1:02:45	22.30	3036.767	3141.791	3169.975	3224.378	3203.205	3104.552	3181.384	3273.476	3248.679	3358.41	3333.142	604.509																																																																																					
1:03:00	22.30	3041.958	3134.872	3175.11	3243.864	3201.225	3095.956	3175.308	3278.627	3249.993	3342.43	3330.65	610.911																																																																																					
1:03:15	22.30	3034.31	3124.334	3164.803	3230.833	3202.695	3113.533	3179.757	3278.656	3252.901	3351.603	3326.85	607.147																																																																																					
1:03:30	22.30	3040.074	3123.992	3174.713	3245.174	3196.958	3104.646	3168.723	3286.979	3251.429	3359.951	3331.838	619.354																																																																																					
1:03:45	22.30	3042.147	3138.462	3179.214	3244.553	3194.06	3123.789	3186.679	3284.98	3252.994	3359.749	3331.669	610.352																																																																																					
1:04:00	22.30	3038.995	3142.223	3181.194	3245.771	3206.264	3119.463	3176.464	3281.435	3247.166	3351.38	3318.446	619.923																																																																																					
1:04:15	22.30	3050.486	3130.054	3175.361	3226.437	3200.097	3108.467	3181.089	3280.722	3253.07	3356.284	3324.137	622.453																																																																																					
1:04:30	22.30	3017.119	3132.742	3181.354	3236.832	3216.371	3109.453	3176.657	3276.891	3261.761	3365.677	3307.587	627.523																																																																																					
1:04:45	22.30	3032.834	3132.507	3192.204	3244.356	3204.784	3111.237	3189.32	3278.747	3245.467	3360.721	3312.855	627.559																																																																																					
1:05:00	22.30	3039.212	3134.141	3179.35	3235.829	3209.821	3107.708	3177.819	3290.567	3240.594	3354.143	3301.919	620.957																																																																																					
1:05:15	22.30	3033.297	3125.169	3169.388	3246.438	3209.389	3106.595	3182.093	3274.896	3245.475	3355.721	3311.916	601.15																																																																																					
1:05:30	22.30	3025.959	3130.648	3175.059	3237.772	3212.529	3115.82	3190.898	3285.432	3250.718	3353.751	3319.269	609.978																																																																																					
1:05:45	22.30	3026.087	3130.032	3185.889	3237.85	3213.58	3113.577	3180.913	3295.975	3253.137	3340.769	3329.688	602.725																																																																																					
1:06:00	22.30	3026.244	3139.947	3166.401	3252.009	3206.296	3123.645	3182.234	3276.874	3259.59	3339.026	3303.452	616.047																																																																																					
1:06:15	22.30	3036.741	3124.706	3181.778	3241.775	3229.771	3116.949	3192.493	3293.62	3256.039	3350.539	3317.527	612.874																																																																																					
1:06:30	22.30	3036.139	3130.489	3170.577	3246.776	3203.331	3107.479	3188.683	3285.017	3252.692	3352.404	3295.606	626.328																																																																																					
1:06:45	22.30	3035.633	3131.505	3178.915	3233.938	3206.196	3124.161	3184.123	3295.13	3251.199	3337.465	3292.969	613.091																																																																																					
1:07:00	22.30	3052.534	3135.057	3173.426	3244.116	3232.724	3123.507	3175.969	3296.753	3257.027	3349.077	3310.43	603.34																																																																																					
1:07:15	22.30	3039.548	3126.729	3172.02	3233.519	3215.278	3120.571	3181.08	3283.95	3250.601	3343.514	3297.1	617.424																																																																																					
1:07:30	22.30	3038.994	3129.365	3182.992	3238.719	3212.657	3117.709	3191.121	3286.117	3247.827	3338.32	3301.335	600.82																																																																																					
1:07:45	22.30	3035.366	3131.264	3177.108	3236.96	3204.817	3124.751	3183.329	3281.463	3238.208	3343.663	3293.946	606.829																																																																																					
1:08:00	22.30	3038.457	3132.39	3166.198	3241.191	3207.508	3118.559	3176.869	3289.573	3250.871	3330.268	3308.779	606.547																																																																																					
1:08:15	22.30	3023.125	3132.664	3166.371	3240.686	3209.99	3122.595	3190.656	3285.356	3258.213	3331.736	3309.608	607.554																																																																																					
1:08:30	22.30	3033.08	3129.987	3185.599	3244.963	3206.383	3121.678	3187.093	3291.817	3252.146	3342.521	3298.489	621.461																																																																																					
1:08:45	22.30	3031.42	3126.066	3171.235	3248.559	3220.757	3118.466	3188.875	3287.422	3252.232	3333.959	3297.021	618.872																																																																																					
1:09:00	22.30	3032.16	3127.495	3170.439	3249.852	3218.661	3120.351	3188.581	3292.639	3251.115	3344.938	3291.524	611.806																																																																																					
1:09:15	22.30	3031.985	3140.557	3178.147	3253.069	3214.451	3118.665	3187.345	3283.685	3248.465	3335.902	3288.859	622.925																																																																																					
1:09:30	22.30	3034.453	3136.428	3181.102	3234.771	3209.159	3122.617	3184.694	3283.801	3248.536	3329.082	3276.368	606.762																																																																																					
1:09:45	22.30	3025.616	3132.224	3180.599	3224.602	3213.516	3115.78	3187.845	3277.975	3253.752	3322.085	3286.341	616.3																																																																																					
1:10:00	22.30	3026.88	3122.094	3185.842	3236.1	3209.083	3123.208	3183.561	3283.705	3244.381	3323.303	3288.028	609.726																																																																																					
1:10:15	22.30	3035.21	3127.941	3182.001	3242.419	3211.107	3121.301	3176.314	3293.025	3264.211	3326.561	3286.864	619.074																																																																																					
1:10:30	22.30	3027.069	3129.652	3175.473	3249.888	3206.085	3129.444	3189.514	3283.765	3248.531	3315.574	3278.669	615.477																																																																																					
1:10:45	22.30	3029.879	3130.877	3162.615	3252.458	3215.512	3118.695	3188.305	3290.809	3251.38	3313.333	3280.73	606.53																																																																																					
1:11:00	22.30	3025.174	3132.082	3178.718	3249.596	3210.033	3121.469	3188.363	3290.365	3251.631	3325.481	3282.505	620.704																																																																																					
1:11:15	22.30	3027.935	3119.491	3177.998	3239.316	3210.818	3112.693	3184.526	3277.245	3247.403	3321.891	3279.677	606.915																																																																																					
1:11:30	22.30	3035.938	3129.658	3170.186	3250.197	3215.087	3114.704	3185.401	3286.734	3249.862	3316.655	3296.696	612.356																																																																																					
1:11:45	22.30	3028.768	3118.824	3177.142	3235.968	3210.206	3123.922	3173.318	3282.515	3245.687	3327.514	3283.584	619.604																																																																																					
1:12:00	22.30	3031.83	3121.223	3160.598	3233.724	3216.816	3118.976	3187.625	3274.292	3242.62	3323.195	3282.918	614.997																																																																																					
1:12:15	22.30	3027.761	3122.605	3161.313	3245.312	3211.315	3122.019	3189.221	3276.983	3247.563	3314.518	3282.08	604.685																																																																																					
