##BLOCKS= 7          
Note:
PROTOCOL REVISION HISTORY:
v1.0.0: original protocol created (MDC)
v1.0.1: 06/30/05 - Updated, spell checked, & formatted to new style guide. (DW)
v1.0.2: 10/02/05 - Updated Reader Suitability section for v5.0 release. (DW)

READER SUITABILITY:
VMax, VersaMax
SpectraMax, Plus, Plus 384
SpectraMax 190, 340PC, 340PC 384
SpectraMax Gemini, Gemini XS, Gemini EM, Gemini XPS
SpectraMax M2, SpectraMax M5
FlexStation, II, II 384
~End
Note:
Basic Kinetic Protocol

Unfamiliar with SoftMax Pro software?
If you are new to SoftMax Pro software, we strongly recommended spending time familiarizing yourself with the powerful features by completing at least one of the tutorials located in the Tutorials folder.

Use this protocol as the starting point for kinetic assays that have unknowns that will have concentrations interpolated from a standard curve.  Modify the instrument setup for your assay.  You may add more groups of unknowns, controls, or standards to the template to fit your assay.
~End
Plate:	Plate01	1.3	TimeFormat	Kinetic	Fluorescence	TRUE	Raw	FALSE	501	7500	15				1	407	1	12	96	364	Automatic	None			12	Automatic			1	1	None	
Time(hh:mm:ss)	Temperature(¡C)	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	
1:12:30	22.30	3028.471	3121.363	3177.954	3248.167	3214.062	3125.124	3178.957	3287.979	3239.6	3314.551	3275.979	601.933																																																																																					
1:12:45	22.30	3043.087	3120.416	3169.351	3240.316	3216.405	3118.15	3184.287	3280.354	3247.28	3314.308	3272.631	603.006																																																																																					
1:13:00	22.30	3020.281	3125.251	3160.071	3238.519	3205.71	3124.201	3192.16	3287.687	3253.196	3310.208	3272.375	605.515																																																																																					
1:13:15	22.30	3013.321	3129.196	3177.326	3240.369	3201.454	3126.371	3173.539	3280.332	3241.728	3302.134	3278.477	606.448																																																																																					
1:13:30	22.30	3030.116	3128.641	3169.915	3231.583	3209.218	3114.363	3188.983	3269.801	3234.057	3302.411	3265.667	614.031																																																																																					
1:13:45	22.30	3011.069	3125.347	3169.223	3226.21	3197.378	3124.485	3182.068	3282.234	3250.344	3305.779	3279.85	619.546																																																																																					
1:14:00	22.30	3026.739	3121.649	3167.586	3238.514	3210.483	3124.886	3183.177	3275.47	3241.179	3304.17	3264.671	600.277																																																																																					
1:14:15	22.30	3025.987	3116.586	3160.728	3222.255	3217.49	3119.405	3174.881	3264.081	3248.652	3302.854	3270.908	609.581																																																																																					
1:14:30	22.30	3017.719	3118.675	3161.285	3227.049	3207.832	3135.083	3178.177	3276.111	3241.371	3308.767	3259.567	596.73																																																																																					
1:14:45	22.30	3019.32	3130.832	3168.091	3231.096	3212.932	3122.164	3185.137	3277.556	3236.781	3300.007	3251.964	613.926																																																																																					
1:15:00	22.30	3023.339	3122.168	3167.652	3233.023	3200.022	3127.12	3187.495	3275.711	3240.67	3311.434	3259.206	605.586																																																																																					
1:15:15	22.30	3027.806	3120.392	3171.63	3216.711	3211.74	3114.823	3183.191	3289.634	3242.047	3300.54	3252.716	617.346																																																																																					
1:15:30	22.30	3017.97	3116.462	3164.149	3243.319	3199.11	3124.575	3176.536	3272.91	3233.449	3305.517	3258.813	614.702																																																																																					
1:15:45	22.30	3021.458	3114.707	3156.765	3245.733	3200.721	3119.903	3179.224	3288.016	3241.066	3305.985	3261.659	615.106																																																																																					
1:16:00	22.30	3025.73	3111.955	3161.201	3228.565	3208.398	3123.701	3184.084	3261.382	3238.198	3301.928	3259.09	615.32																																																																																					
1:16:15	22.30	3026.443	3112.754	3152.239	3226.58	3210.859	3105.401	3185.32	3268.747	3233.083	3301.092	3254.167	597.221																																																																																					
1:16:30	22.30	3029.012	3112.862	3162.556	3217.033	3193.138	3112.547	3181.081	3278.364	3240.357	3294.387	3260.085	603.739																																																																																					
1:16:45	22.30	3015.177	3111.382	3152.745	3242.52	3203.741	3124.43	3188.188	3272.62	3238.964	3301.88	3253.977	607.542																																																																																					
1:17:00	22.30	3005.85	3113.809	3164.05	3225.52	3207.138	3132.675	3181.512	3262.866	3233.971	3289.535	3257.655	606.655																																																																																					
1:17:15	22.30	3015.783	3118.917	3157.928	3228.186	3207.892	3124.711	3190.729	3268.606	3235.809	3299.53	3254.395	612.739																																																																																					
1:17:30	22.30	3008.45	3108.373	3159.427	3234.797	3185.795	3116.622	3179.43	3266.795	3234.377	3290.788	3252.277	602.445																																																																																					
1:17:45	22.30	3021.59	3116.997	3162.209	3228.735	3198.616	3116.945	3181.104	3268.71	3234.236	3291.975	3237.73	609.749																																																																																					
1:18:00	22.30	3021.361	3123.458	3164.104	3224.951	3204.116	3106.967	3170.131	3275.023	3236.092	3295.116	3264.172	613.214																																																																																					
1:18:15	22.30	3002.22	3116.14	3158.251	3224.009	3192.255	3119.537	3177.819	3268.928	3227.849	3302.493	3250.149	609.841																																																																																					
1:18:30	22.30	3018.916	3106.361	3159.862	3215.334	3208.255	3108.969	3177.174	3275.913	3236.116	3289.278	3244.45	609.109																																																																																					
1:18:45	22.30	3006.14	3098.069	3158.495	3220.66	3192.208	3113.446	3169.638	3257.274	3221.096	3277.752	3244.367	601.752																																																																																					
1:19:00	22.30	3007.689	3110.487	3142.468	3222.914	3201.152	3103.454	3166.925	3270.178	3226.983	3287.709	3231.862	609.389																																																																																					
1:19:15	22.30	3003.998	3107.058	3155.844	3221.827	3196.233	3117.497	3163.354	3256.759	3214.936	3275.861	3236.712	607.504																																																																																					
1:19:30	22.30	3018.277	3111.366	3148.518	3217.955	3191.961	3111.283	3166.92	3254.973	3224.561	3275.853	3246.545	609.735																																																																																					
1:19:45	22.30	3009.593	3123.523	3165.418	3222.917	3190.154	3114.543	3176.044	3269.313	3223.588	3294.745	3230.857	605.862																																																																																					
1:20:00	22.30	3008.342	3104.774	3165.118	3225.857	3187.689	3117.363	3177.879	3260.519	3232.372	3288.319	3240.008	612.964																																																																																					
1:20:15	22.30	3012.801	3103.52	3145.87	3231.202	3199.939	3104.994	3169.709	3260.079	3226.208	3286.396	3226.285	619.052																																																																																					
1:20:30	22.30	3012.919	3104.701	3150.843	3220.928	3200.225	3090.223	3170.838	3250.68	3216.486	3282.216	3226.015	616.897																																																																																					
1:20:45	22.30	3024.678	3103.656	3146.854	3217.685	3202.327	3112.975	3168.62	3255.873	3238.291	3280.277	3224.596	615.946																																																																																					
1:21:00	22.30	3005.707	3106.03	3153.494	3212.961	3200.871	3110.263	3176.771	3262.748	3234.45	3284.382	3228.86	608.081																																																																																					
1:21:15	22.30	3012.775	3106.988	3145.01	3222.094	3183.341	3103.302	3161.04	3256.41	3229.991	3281.426	3234.829	601.016																																																																																					
1:21:30	22.30	3001.618	3115.083	3152.982	3216.666	3190.488	3109.834	3172.756	3267.32	3222.638	3262.297	3225.861	613.66																																																																																					
1:21:45	22.30	3009.054	3101.488	3155.451	3226.371	3188.698	3114.205	3160.048	3269.896	3209.575	3266.298	3228.25	602.646																																																																																					
1:22:00	22.30	2998.207	3111.787	3144.391	3226.945	3198.495	3103.312	3166.861	3274	3233.886	3262.421	3233.961	611.293																																																																																					
1:22:15	22.30	3006.319	3110.71	3151.656	3213.178	3184.276	3117.105	3173.531	3260.023	3225.829	3270.767	3222.009	620.221																																																																																					
1:22:30	22.30	3004.314	3098.99	3141.741	3223.166	3186.918	3116.721	3147.471	3248.634	3217.233	3275.948	3202.35	615.401																																																																																					
1:22:45	22.30	3015.915	3100.47	3156.408	3206.308	3203.026	3119.177	3168.832	3261.933	3225.143	3271.808	3216.931	617.881																																																																																					
1:23:00	22.30	3007.425	3104.28	3136.853	3218.588	3201.691	3107.974	3157.655	3255.947	3208.561	3269.806	3224.739	606.748																																																																																					
1:23:15	22.30	2999.042	3091.365	3154.134	3200.292	3190.843	3107.573	3164.42	3255.216	3211.58	3264.691	3213.293	614.676																																																																																					
1:23:30	22.30	3003.974	3104.21	3158.794	3213.345	3182.028	3113.438	3150.365	3246.48	3220.027	3264.75	3219.685	616.076																																																																																					
1:23:45	22.30	3009.156	3103.325	3150.989	3208.525	3180.258	3111.736	3166.562	3237.099	3222.924	3262.843	3219.987	605.289																																																																																					
1:24:00	22.30	3005.176	3102.383	3151.174	3196.467	3184.048	3118.545	3164.546	3248.725	3208.47	3273.529	3221.917	612.951																																																																																					
1:24:15	22.30	2992.855	3095.916	3140.025	3217.913	3169.739	3104.517	3155.956	3241.434	3216.75	3263.254	3215.904	616.832																																																																																					
1:24:30	22.30	3002.371	3117.108	3145.893	3196.806	3187.714	3103.546	3159.64	3241.176	3212.75	3260.558	3214.734	606.452																																																																																					
1:24:45	22.30	2992.986	3092.328	3145.37	3218.697	3194.451	3109.025	3159.631	3245.704	3212.257	3253.713	3211.679	616.637																																																																																					
1:25:00	22.30	2999.439	3097.595	3143.564	3210.097	3171.75	3106.716	3153.872	3240.366	3197.022	3263.291	3214.589	611.961																																																																																					
1:25:15	22.30	3001.139	3093.808	3141.202	3200.689	3179.594	3098.082	3157.207	3249.368	3216.477	3261.267	3209.669	607.611																																																																																					
1:25:30	22.30	2999.105	3095.462	3137.172	3210.845	3171.527	3108.781	3150.539	3243.385	3199.045	3246.024	3201.845	604.687																																																																																					
1:25:45	22.30	2996.327	3095.656	3131.73	3195.608	3183.359	3113.08	3148.849	3244.082	3207.994	3246.082	3206.897	606.336																																																																																					
1:26:00	22.30	3000.506	3095.073	3128.255	3202.686	3179.265	3118.763	3155.137	3231.696	3210.165	3246.271	3200.967	608.374																																																																																					
1:26:15	22.30	2991.895	3098.449	3138.155	3201.942	3188.691	3097.765	3146.945	3239.831	3203.785	3259.649	3220.258	617.355																																																																																					
1:26:30	22.30	2994.422	3090.296	3137.638	3203.3	3179.57	3097.905	3151.469	3244.773	3209.818	3251.982	3189.971	612.87																																																																																					
1:26:45	22.30	2982.703	3107.112	3124.176	3208.113	3168.268	3102.318	3159.656	3244.593	3208.415	3260.149	3201.475	607.809																																																																																					
1:27:00	22.30	3000.519	3087.704	3143.938	3209.714	3176.588	3104.503	3152.41	3238.741	3216.66	3245.912	3184.722	610.118																																																																																					
1:27:15	22.30	2987.206	3087.629	3135.414	3193.015	3178.626	3102.294	3148.583	3233.838	3193.327	3247.981	3205.807	602.579																																																																																					
1:27:30	22.30	2990.322	3098.734	3139.38	3206.003	3181.046	3090.912	3148.969	3238.753	3204.737	3251.057	3190.421	604.699																																																																																					
1:27:45	22.30	2992.08	3094.705	3133.612	3195.591	3177.309	3083.791	3152.311	3228.495	3206.821	3248.623	3195.609	614.933																																																																																					
1:28:00	22.30	2994.572	3097.122	3128.067	3195.536	3182.324	3104.623	3149.49	3243.038	3210.499	3254.647	3202.288	594.279																																																																																					
1:28:15	22.30	2986.467	3091.462	3139.3	3198.52	3172.632	3112.391	3148.079	3236.888	3206.351	3231.246	3189.084	605.932																																																																																					
1:28:30	22.30	2986.034	3090.577	3132.513	3211.917	3175.669	3089.74	3162.702	3225.755	3210.965	3247.025	3195.554	609.333																																																																																					
1:28:45	22.30	2971.86	3083.147	3128.246	3199.794	3180.39	3106.447	3147.051	3216.826	3199.204	3245.184	3197.099	613.013																																																																																					
1:29:00	22.30	2977.265	3094.714	3145.82	3197.028	3179.721	3095.732	3142.835	3239.824	3205.435	3253.643	3201.622	608.791																																																																																					
1:29:15	22.30	2977.656	3106.215	3130.182	3194.079	3176.493	3100.308	3146.658	3226.902	3200.378	3249.016	3183.737	611.034																																																																																					
1:29:30	22.30	2988.63	3094.36	3134.65	3200.238	3185.535	3086.502	3147.11	3236.282	3189.302	3228.222	3182.484	604.715																																																																																					
1:29:45	22.30	2972.121	3091.135	3125.781	3210.216	3163.992	3097.1	3146.074	3224.049	3195.517	3243.423	3181.345	605.051																																																																																					
1:30:00	22.30	2985.793	3088.889	3128.868	3196.998	3173.965	3093.408	3144.266	3219.243	3190.147	3236.958	3178.453	601.146																																																																																					
1:30:15	22.30	2987.457	3086.067	3111.906	3190.522	3166.98	3098.571	3142.883	3227.401	3204.264	3225.376	3183.672	605.094																																																																																					
1:30:30	22.30	2987.726	3086.991	3124.338	3183.899	3172.188	3098.598	3135.881	3226.308	3193.941	3219.78	3186.245	605.438																																																																																					
1:30:45	22.30	2985.156	3086.344	3132.93	3194.441	3173.031	3095.02	3135.468	3234.657	3204.906	3230.366	3182.854	605.257																																																																																					
1:31:00	22.30	2988.726	3087.953	3132.634	3193.541	3168.039	3100.509	3156.385	3221.842	3189.521	3213.968	3174.54	608.148																																																																																					
1:31:15	22.30	2980.574	3099.523	3124.639	3198.769	3170.449	3083.539	3138.281	3226.927	3192.883	3233.36	3190.875	606.261																																																																																					
1:31:30	22.30	2966.85	3081.224	3133.213	3184.232	3172.089	3103.7	3139.321	3219.638	3190.415	3224.677	3178.534	614.395																																																																																					
1:31:45	22.30	2988.037	3073.692	3130.513	3185.978	3161.308	3086.003	3141.411	3236.912	3183.229	3232.179	3168.816	608.862																																																																																					
1:32:00	22.30	2979.513	3084.897	3119.117	3185.401	3173.512	3085.191	3132.617	3228.75	3188.885	3239.204	3180.43	611.612																																																																																					
1:32:15	22.30	2970.895	3072.485	3124.798	3190.279	3170.935	3087.79	3145.28	3218.365	3188.566	3224.501	3180.215	598.673																																																																																					
1:32:30	22.30	2980.988	3085.339	3128.244	3182.853	3162.47	3095.107	3140.78	3220.994	3184.266	3234.748	3175.49	597.201																																																																																					
1:32:45	22.30	2970.601	3094.268	3128.142	3182.085	3163.726	3087.333	3134.852	3230.918	3192.342	3221.041	3169.205	608.191																																																																																					
1:33:00	22.30	2977.399	3075.839	3120.485	3188.362	3170.211	3083.086	3145.431	3227.016	3183.957	3213.788	3182.765	615.018																																																																																					
1:33:15	22.30	2982.119	3077.15	3124.339	3187.69	3159.182	3091.308	3139.426	3215.23	3187.4	3218.778	3159.246	610.326																																																																																					
1:33:30	22.30	2970.307	3072.195	3128.697	3196.151	3171.104	3083.906	3124.489	3202.645	3189.31	3223.202	3165.157	611.804																																																																																					
1:33:45	22.30	2981.998	3069.197	3128.509	3187.178	3153.657	3079.253	3131.269	3216.156	3184.777	3227.581	3169.317	618.787																																																																																					
1:34:00	22.30	2965.705	3081.289	3127.874	3189.281	3179.312	3075.54	3132.661	3224.005	3179.721	3215.686	3152.479	601.155																																																																																					
1:34:15	22.30	2981.71	3075.446	3121.767	3185.133	3155.751	3090.974	3117.803	3215.577	3181.946	3216.133	3166.062	606.119																																																																																					
1:34:30	22.30	2967.107	3061.177	3124.841	3172.309	3168.974	3094.604	3136.822	3227.958	3193.729	3203.156	3157.49	608.088																																																																																					
1:34:45	22.30	2960.094	3065.398	3121.33	3184.872	3158.998	3084.096	3128.544	3212.294	3182.556	3200.971	3164.477	601.793																																																																																					
1:35:00	22.30	2970.507	3076.883	3122.997	3183.995	3164.948	3090.624	3131.081	3205.382	3175.384	3206.985	3170.578	606.349																																																																																					
1:35:15	22.30	2972.232	3062.717	3116.909	3181.364	3163.394	3073.376	3126.22	3223.778	3162.727	3220.269	3169.28	614																																																																																					
1:35:30	22.30	2967.499	3078.573	3112.032	3176.824	3158.088	3081.128	3129.742	3209.441	3188.658	3212.281	3160.052	608.511																																																																																					
1:35:45	22.30	2966.754	3073.765	3116.029	3180.228	3154.119	3080.578	3134.92	3209.445	3175.776	3206.862	3156.576	607.778																																																																																					
1:36:00	22.30	2967.08	3076.894	3111.787	3181.228	3162.433	3073.114	3127.134	3209.752	3189.606	3203.949	3179.061	612.678																																																																																					
1:36:15	22.30	2964.659	3080.039	3122.847	3176.172	3153.519	3077.506	3122.813	3220.247	3178.173	3208.657	3171.578	609.977																																																																																					
1:36:30	22.30	2962.439	3065.465	3118.934	3172.279	3146.786	3085.809	3114.793	3209.242	3173.908	3208.478	3160.906	602.961																																																																																					
1:36:45	22.30	2969.088	3074.862	3109.712	3171.932	3151.159	3086.598	3124.743	3203.291	3176.202	3201.875	3160.219	599.492																																																																																					
1:37:00	22.30	2957.437	3072.471	3108.71	3167.763	3150.388	3081.616	3108.42	3207.034	3166.507	3201.206	3152.432	597.296																																																																																					
1:37:15	22.30	2961.661	3077.951	3111.778	3165.399	3155.726	3077.239	3133.061	3194.219	3175.913	3207.916	3151.18	606.78																																																																																					
1:37:30	22.30	2958.683	3077.935	3109.786	3173.951	3165.304	3080.982	3127.361	3198.698	3179.17	3200.695	3153.489	607.881																																																																																					
1:37:45	22.30	2968.889	3063.776	3108.172	3167.972	3143.657	3083.695	3123.643	3210.174	3188.207	3205.926	3146.064	604.419																																																																																					
1:38:00	22.30	2952.975	3064.098	3116.834	3180.564	3150.042	3084.07	3129.029	3195.331	3164.03	3201.181	3150.47	614.563																																																																																					
1:38:15	22.30	2956.009	3068.634	3113.488	3178.247	3155.338	3081.332	3118.229	3207.577	3171.621	3204.85	3150.615	615.315																																																																																					
1:38:30	22.30	2962.562	3061.188	3102.719	3160.344	3159.342	3062.178	3097.206	3213.982	3175.533	3197.651	3146.308	617.979																																																																																					
1:38:45	22.30	2962.297	3068.308	3112.979	3171.22	3147.362	3074.389	3121.337	3202.212	3150.769	3198.211	3141.331	609.434																																																																																					
1:39:00	22.30	2955.578	3073.538	3111.94	3163.554	3142.615	3062.503	3107.985	3204.175	3167.8	3196.434	3149.661	604.331																																																																																					
1:39:15	22.30	2962.969	3068.912	3104.946	3166.162	3136.789	3082.436	3115.474	3195.465	3165.552	3188.362	3145.05	597.854																																																																																					
1:39:30	22.30	2951.18	3066.684	3111.056	3164.161	3144.418	3064.607	3110.522	3207.906	3173.664	3190.284	3142.113	610.511																																																																																					
1:39:45	22.30	2947.278	3043.823	3107.053	3159.668	3148.358	3076.967	3114.055	3200.855	3166.006	3188.05	3149.353	604.252																																																																																					
1:40:00	22.30	2952.27	3065.278	3104.96	3169.888	3150.025	3076.172	3111.88	3194.765	3168.1	3189.503	3131.857	612.769																																																																																					
1:40:15	22.30	2949.68	3067.742	3107.787	3167.004	3147.968	3072.794	3118.404	3194.525	3156.899	3173.229	3144.554	601.766																																																																																					
1:40:30	22.30	2953.158	3068.085	3101.589	3183.929	3142.753	3078.399	3109.883	3198.23	3161.037	3190.305	3137.299	606.127																																																																																					
1:40:45	22.30	2951.101	3055.994	3109.487	3154.007	3143.892	3065.155	3105.445	3192.886	3168.297	3189.727	3132.289	610.795																																																																																					
1:41:00	22.30	2954.469	3056.046	3081.02	3160.604	3148.665	3063.984	3112.503	3197.203	3154.279	3184.45	3127.848	613.103																																																																																					
1:41:15	22.30	2948.985	3057.137	3102.471	3154.768	3141.224	3070.314	3110.737	3190.609	3154.945	3187.198	3132.798	598.084																																																																																					
1:41:30	22.30	2947.345	3061.967	3094.899	3155.375	3147.719	3059.677	3110.08	3180.007	3153.03	3183.866	3133.503	609.329																																																																																					
1:41:45	22.30	2953.366	3067.194	3094.114	3149.962	3129.31	3073.01	3100.736	3190.548	3142.095	3183.653	3136.617	606.7																																																																																					
1:42:00	22.30	2946.733	3052.755	3096.765	3167.055	3134.179	3070.879	3093.76	3196.801	3151.57	3177.637	3140.454	606.94																																																																																					
1:42:15	22.30	2937.316	3051.343	3099.928	3161.662	3146.677	3059.464	3107.747	3190.05	3153.124	3180.873	3147.26	611.872																																																																																					
1:42:30	22.30	2943.539	3047.917	3098.405	3168.896	3135.158	3072.019	3100.566	3186.677	3151.779	3182.2	3128.347	592.328																																																																																					
1:42:45	22.30	2937.526	3053.83	3094.143	3143.47	3130.344	3051.29	3102.738	3186.359	3138.484	3182.011	3131.336	615.474																																																																																					
1:43:00	22.30	2939.037	3056.705	3106.661	3155.089	3128.435	3066.43	3111.283	3192.591	3147.232	3181.258	3120.408	597.229																																																																																					
1:43:15	22.30	2951.335	3046.651	3093.642	3141.816	3151.183	3052.055	3101.069	3183.293	3156.95	3174.011	3135.651	608.191																																																																																					
1:43:30	22.30	2951.822	3037.999	3100.483	3150.746	3135.584	3047.294	3108.384	3184.343	3149.68	3179.123	3134.999	606.4																																																																																					
1:43:45	22.30	2940.882	3045.062	3095.062	3151.036	3130.899	3071.87	3102.899	3181.856	3146.835	3180.289	3145.946	599.108																																																																																					
1:44:00	22.30	2943.517	3048.352	3081.504	3155.779	3125.326	3063.792	3096.332	3175.575	3168.55	3166.979	3119.412	604.425																																																																																					
1:44:15	22.30	2944.008	3048.627	3089.871	3148.223	3125.815	3050.984	3099.368	3171.032	3152.048	3166.955	3121.873	611.315																																																																																					
1:44:30	22.30	2945.339	3056.906	3099.218	3156.084	3113.55	3035.351	3097.738	3183.116	3148.895	3178.215	3125.041	609.219																																																																																					
1:44:45	22.30	2932.543	3053.411	3082.59	3138.813	3136.183	3061.665	3107.567	3176.101	3146.661	3172.096	3127.363	602.128																																																																																					
1:45:00	22.30	2935.342	3043.934	3100.781	3153.789	3133.308	3056.307	3103.643	3181.848	3152.961	3176.623	3119.539	613.372																																																																																					
1:45:15	22.30	2935.355	3040.596	3095.101	3151.812	3135.166	3051.343	3107.867	3175.792	3146.56	3169.673	3113.745	616.279																																																																																					
1:45:30	22.30	2926.524	3039.002	3088.782	3132.272	3128.836	3053.508	3096.203	3181.172	3139.302	3154.418	3113.085	599.49																																																																																					
1:45:45	22.30	2940.265	3044.335	3084.107	3148.103	3127.727	3061.296	3100.715	3172.779	3147.238	3165.983	3111.75	601.939																																																																																					
1:46:00	22.30	2933.258	3040.468	3086.01	3135.268	3129.179	3059.911	3093.268	3173.178	3153.401	3166.307	3117.261	608.032																																																																																					
1:46:15	22.30	2932.958	3045.332	3076.538	3151.701	3125.318	3046.194	3100.836	3171.432	3147.004	3153.728	3102.438	600.881																																																																																					
1:46:30	22.30	2937.581	3031.624	3079.921	3138.697	3132.901	3048.152	3108.441	3163.469	3145.779	3158.376	3107.492	609.832																																																																																					
1:46:45	22.30	2931.818	3043.313	3086.535	3132.828	3123.383	3051.863	3089.025	3167.601	3144.364	3167.579	3110.807	602.587																																																																																					
1:47:00	22.30	2932.665	3043.283	3089.063	3141.124	3117.266	3040.762	3089.952	3172.887	3135.447	3167.571	3107.909	603.919																																																																																					
1:47:15	22.30	2924.108	3042.376	3078.452	3162.771	3130.761	3053.814	3097.478	3174.124	3144.173	3155.655	3108.572	613.842																																																																																					
1:47:30	22.30	2923.976	3043.055	3084.235	3132.445	3120.824	3048.949	3093.633	3157.158	3142.904	3155.782	3103.851	610.961																																																																																					
1:47:45	22.30	2926.923	3030.714	3084.954	3127.838	3117.586	3046.019	3092.623	3160.425	3141.55	3165.16	3099.722	598.924																																																																																					
1:48:00	22.30	2928.575	3046.989	3074.517	3142.547	3127.461	3044.457	3101.11	3165.103	3131.709	3150.561	3101.64	598.062																																																																																					
1:48:15	22.30	2933.511	3045.081	3075.997	3128.884	3109.121	3044.907	3100.278	3172.074	3130.898	3145.004	3098.941	602.926																																																																																					
1:48:30	22.30	2935.658	3031.73	3083.654	3140	3118.482	3054.892	3092.432	3159.16	3154.584	3149.457	3102.611	602.5																																																																																					
1:48:45	22.30	2927.695	3025.384	3086.811	3140.854	3129.187	3045.575	3079.835	3162.477	3130.144	3146.795	3101.822	608.722																																																																																					
1:49:00	22.30	2934.264	3041.592	3076.16	3134.119	3109.65	3036.917	3076.531	3165.005	3137.183	3150.587	3101.533	607.448																																																																																					
1:49:15	22.30	2927.49	3027.332	3086.48	3134.661	3111.834	3049.165	3090.556	3164.768	3132.119	3154.037	3101.196	610.207																																																																																					
1:49:30	22.30	2925.412	3031.776	3070.702	3131.342	3111.687	3052.526	3090.047	3176.619	3130.613	3154.425	3099.943	605.668																																																																																					
1:49:45	22.30	2926.022	3023.908	3075.801	3130.689	3121.709	3045.002	3081.906	3164.362	3134.251	3149.942	3100.164	599.112																																																																																					
1:50:00	22.30	2931.086	3024.943	3076.458	3143.528	3113.764	3042.713	3084.043	3179.273	3135.973	3150.659	3107.885	607.187																																																																																					
1:50:15	22.30	2928.382	3028.781	3082.319	3134.404	3108.427	3038.013	3088.282	3164.846	3121.508	3145.89	3092.397	595.14																																																																																					
1:50:30	22.30	2928.454	3023.104	3080.513	3121.992	3126.124	3041.705	3084.331	3143.605	3128.284	3144.846	3105.277	592.162																																																																																					
1:50:45	0.00																																																																																																	
1:51:00	0.00																																																																																																	
1:51:15	0.00																																																																																																	
1:51:30	0.00																																																																																																	
1:51:45	0.00																																																																																																	
1:52:00	0.00																																																																																																	
1:52:15	0.00																																																																																																	
1:52:30	0.00																																																																																																	
1:52:45	0.00																																																																																																	
1:53:00	0.00																																																																																																	
1:53:15	0.00																																																																																																	
1:53:30	0.00																																																																																																	
1:53:45	0.00																																																																																																	
1:54:00	0.00																																																																																																	
1:54:15	0.00																																																																																																	
1:54:30	0.00																																																																																																	
1:54:45	0.00																																																																																																	
1:55:00	0.00																																																																																																	
1:55:15	0.00																																																																																																	
1:55:30	0.00																																																																																																	
1:55:45	0.00																																																																																																	
1:56:00	0.00																																																																																																	
1:56:15	0.00																																																																																																	
1:56:30	0.00																																																																																																	
1:56:45	0.00																																																																																																	
1:57:00	0.00																																																																																																	
1:57:15	0.00																																																																																																	
1:57:30	0.00																																																																																																	
1:57:45	0.00																																																																																																	
1:58:00	0.00																																																																																																	
1:58:15	0.00																																																																																																	
1:58:30	0.00																																																																																																	
1:58:45	0.00																																																																																																	
1:59:00	0.00																																																																																																	
1:59:15	0.00																																																																																																	
1:59:30	0.00																																																																																																	
1:59:45	0.00																																																																																																	
2:00:00	0.00																																																																																																	
2:00:15	0.00																																																																																																	
2:00:30	0.00																																																																																																	
2:00:45	0.00																																																																																																	
2:01:00	0.00																																																																																																	
2:01:15	0.00																																																																																																	
2:01:30	0.00																																																																																																	
2:01:45	0.00																																																																																																	
2:02:00	0.00																																																																																																	
2:02:15	0.00																																																																																																	
2:02:30	0.00																																																																																																	
2:02:45	0.00																																																																																																	
2:03:00	0.00																																																																																																	
2:03:15	0.00																																																																																																	
2:03:30	0.00																																																																																																	
2:03:45	0.00																																																																																																	
2:04:00	0.00																																																																																																	
2:04:15	0.00																																																																																																	
2:04:30	0.00																																																																																																	
2:04:45	0.00																																																																																																	
2:05:00	0.00																																																																																																	

Time(hh:mm:ss)		A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	
		13566.068056	14841.161582	14585.491856	13741.131795	15333.136091	15494.767629	13973.046299	13242.667744	12969.450175	5564.608137	-867.539525	-270.924432																																																																																					
~End
Group:	Standards	1
Sample	Conc	BackCalcConc	Wells	Values	MeanValue	SD	CV

Smallest standard value:  

Largest standard value:  

~End
Group:	Unknowns	1
Sample	Wells	Values	R	Result	MeanResult	SD	CV

R - Outside standard range  

~End
Group:	UnknownsDilution	1
Sample	Wells	Values	R	Result	MeanResult	SD	CV	Dilution	AdjResult

R - Outside standard range  

Mean Adjusted Result:  

~End
Group:	Control	1
Sample	Wells	Sample#	Values	MeanValue

~End
Instrument type: Instrument serial number:
