17
1269		1289		1187		1087		1132		708		245		354		343		332		391		305		319		341		275		247		1501	
01:LS-ElecPipTrial		02:SS		R03:LS_NewPyA		04:LS_NewerPyA		05:SS		21:LS+C		22:(LS+C)+P34		23:(LS+C)+P345		24:(LS+C)+PI		25:(LS+C)+P45		26:(SS+C)		27:(SS+C)+P45		28:(SS+C)+P345		29:(SS+C)+P34		30:(SS+C)+PI		31:(SS+C)+P45		32:A	
X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
306	79574.9	306	68021	306	91448.9	306	92970.4	306	75382.3	306	42532.4	306	102602	306	76661.6	306	42113.3	306	80511.8	306	39808.4	306	61287.8	306	59820.4	306	69604.5	306	41860.8	306	57813.9	306	32235.9
311	80693.2	311	68335.9	311	92548.8	311	92797.4	311	75742.1	311	42858.6	311	103032	311	77058	311	41929.3	311	80657.8	311	40120.9	311	61654.3	311	59843.1	311	69759	311	42204.3	311	57954.1	311	32175.9
316	81361.6	316	68817.8	316	93222.2	316	94357.7	316	76505.5	316	42627.5	316	102877	316	77563.9	316	42227.8	316	81047.7	316	39814.6	316	61640.9	316	60227.9	316	70410.2	316	42009	316	58430.3	316	32508.5
321	82202.3	321	69553.7	321	94299.9	321	95479.1	321	77243.3	321	43054	321	103879	321	77650.3	321	42392.4	321	81978	321	40385.4	321	62100.5	321	61097.9	321	70196.5	321	42576.4	321	58527.2	321	32482
326	82695.9	326	70400.8	326	94608.6	326	96070.5	326	77685.6	326	42554.9	326	104852	326	78472.8	326	42034.6	326	82421.4	326	40057.6	326	62059.1	326	61212.5	326	70907	326	42342.3	326	58609.7	326	32392.5
331	83014.2	331	70257.7	331	95391.9	331	97045.7	331	78415.5	331	42907.7	331	105877	331	79099.8	331	42467	331	83210.5	331	40406.9	331	61929	331	61395.2	331	70846.9	331	42774.8	331	58694.2	331	32764.8
336	83962.2	336	71403	336	96374.1	336	97810	336	79041.5	336	43281	336	106079	336	79677	336	42635.7	336	83926.7	336	40370.1	336	62725.4	336	61764.8	336	71045	336	42938.4	336	59373.7	336	32770.9
341	84532.4	341	72223.9	341	97388.4	341	98855.4	341	80320	341	42849.4	341	107004	341	80412.8	341	42179.7	341	84148.1	341	40721.5	341	62806	341	61939.4	341	72055.8	341	43106.1	341	58777.7	341	32466.8
346	86213.8	346	72501.1	346	98581.9	346	100395	346	79541.5	346	43143	346	107513	346	80555.6	346	42901.6	346	85176	346	40220	346	62924.8	346	62014.7	346	72126.4	346	42751.3	346	58956.1	346	32270.5
351	86392.6	351	73035.9	351	99555.2	351	100654	351	80340.9	351	42965	351	107988	351	80777.6	351	42493.6	351	85641	351	40795	351	62974.4	351	62297.7	351	72616.4	351	42982.4	351	59964.8	351	32280.7
356	87273.1	356	73784.8	356	99995.1	356	101829	356	81986.4	356	43308.7	356	108767	356	81421	356	42422	356	85865.7	356	40601.9	356	63190.3	356	62798.7	356	72771.1	356	43037.6	356	59841	356	32492.2
361	88300.6	361	74382.3	361	100928	361	102473	361	82410	361	43311.7	361	110010	361	81725.6	361	42545.7	361	86800.4	361	41138.3	361	63638.9	361	63093.2	361	72885.3	361	43191	361	59796.6	361	32596
366	88393.7	366	75334.5	366	101799	366	103877	366	82907.8	366	43400.7	366	110280	366	82551.9	366	42752.3	366	87207.2	366	40689.8	366	63818.7	366	63415.6	366	73305.9	366	42858.6	366	59854.4	366	32543.1
371	89569.4	371	75644.3	371	102683	371	104163	371	84023.8	371	43665.7	371	110492	371	83164.5	371	42693	371	87796.2	371	40529.4	371	64268.4	371	63335	371	73504.3	371	43139.9	371	60483.8	371	32482
376	90368.5	376	76376.5	376	103640	376	105521	376	84275.5	376	43751.6	376	111023	376	83741.9	376	43026.4	376	88310	376	40835.9	376	64245.7	376	63818.7	376	73785.9	376	42750.2	376	60016.4	376	32699.7
381	90558.2	381	76667.8	381	103856	381	105605	381	85215.7	381	43098	381	112109	381	84658.8	381	43115.3	381	88940.1	381	40975.8	381	64601.4	381	64109.2	381	74035.2	381	43287.2	381	60551.9	381	32706.9
386	91444.7	386	77332.8	386	104683	386	106785	386	85515.6	386	43546	386	112062	386	84751.8	386	43353.7	386	89736.9	386	41284.4	386	64292.2	386	64326.3	386	73832.6	386	43211.5	386	61333.3	386	32719.1
391	92712.4	391	77598.2	391	105671	391	107348	391	86304.8	391	43398.7	391	113606	391	85372.4	391	43100	391	90520.5	391	41208.8	391	64832	391	64274.6	391	74830.3	391	43299.5	391	60812	391	32657
396	92588.6	396	78607.1	396	106895	396	108458	396	86431.3	396	43282.1	396	114380	396	86022.5	396	43181.8	396	90636.8	396	41559.3	396	64526.9	396	64746.2	396	74959.1	396	43448.8	396	60921.4	396	32600
401	93840.2	401	79048.7	401	107477	401	109798	401	87157	401	43600.2	401	114294	401	86084.2	401	42835.1	401	91055.9	401	41529.7	401	64793.7	401	65716.5	401	75098.5	401	43430.4	401	61144.3	401	32683.5
406	94684.1	406	79534.2	406	108711	406	110368	406	87351.6	406	43837.6	406	115600	406	86596.5	406	43305.6	406	91379.8	406	41000.4	406	65557.1	406	65667.8	406	75705.7	406	43263.7	406	61364.2	406	32762.8
411	94854.2	411	80590	411	108559	411	111148	411	88325.7	411	43960.4	411	115571	411	87207.2	411	43280	411	92124.1	411	42032.5	411	65177.5	411	65600.6	411	76326.6	411	43246.3	411	61907.3	411	32808.6
416	95596.7	416	81197.9	416	110182	416	111620	416	88730.7	416	43664.7	416	116164	416	87272.1	416	43782.3	416	92519.4	416	41713.6	416	65780.6	416	66243.2	416	76457.7	416	43665.7	416	61999.3	416	32717
421	96273.2	421	80962.2	421	110335	421	112810	421	89794.5	421	43804.8	421	116698	421	87619.4	421	43686.1	421	93117.3	421	41442.8	421	65795.1	421	66381.9	421	76172.7	421	44263.3	421	61921.8	421	33195.2
426	97334.7	426	81904	426	110946	426	113089	426	90038.6	426	43679	426	116982	426	88275.5	426	43405.8	426	93899	426	41817.9	426	65579.9	426	66474	426	77070.5	426	43870.3	426	62156.2	426	33098.6
431	97819.4	431	82326.5	431	111980	431	114570	431	90689.1	431	44161.9	431	118268	431	88912.9	431	43815.1	431	94560.3	431	41816.8	431	66046.5	431	66600.3	431	77594	431	43565.4	431	61922.8	431	32774
436	98710.3	436	82404.8	436	112530	436	115413	436	90901.9	436	43655.5	436	118255	436	89546.3	436	43520.4	436	94433.2	436	41676.8	436	66265.9	436	67175.9	436	77346.3	436	43932.7	436	62154.2	436	32930.7
441	99452	441	83556	441	113670	441	116332	441	91732	441	44375.8	441	119651	441	89645.8	441	43497.9	441	95212.3	441	42219.6	441	66831.1	441	67339.5	441	77583.6	441	43920.4	441	62633.4	441	32873.7
446	99756.2	446	84014.4	446	114009	446	116501	446	92549.8	446	44076	446	119468	446	90241.8	446	43920.4	446	96665.2	446	41965.1	446	66729.7	446	67769.3	446	77687.7	446	44181.4	446	62496.1	446	32936.8
451	100280	451	84190.9	451	115415	451	116961	451	93288.3	451	44449.5	451	120429	451	90893.5	451	43881.6	451	97119.2	451	42110.2	451	67183.1	451	67629.5	451	78894.6	451	43861.1	451	62780.1	451	32857.4
456	101523	456	85620.1	456	115937	456	118227	456	94103.6	456	44407.6	456	121480	456	91128.2	456	44276.6	456	97241.2	456	42531.4	456	67369.5	456	68689.3	456	78583.2	456	44431.1	456	63025	456	33348.9
461	101697	461	85578.3	461	117064	461	118698	461	94501.5	461	44683.9	461	121663	461	91631.3	461	43978.8	461	97622.8	461	42338.2	461	67621.2	461	68175.4	461	78660.2	461	44376.9	461	63694.7	461	33043.6
466	101878	466	85857.4	466	117892	466	119226	466	95390.8	466	44359.5	466	121623	466	92500.5	466	43932.7	466	97589.2	466	42768.7	466	67677.1	466	68861.3	466	78970.6	466	44267.3	466	63544.8	466	32563.4
471	102837	471	86937.4	471	118073	471	120394	471	95889.8	471	44232.6	471	122529	471	92273	471	44085.2	471	98759.7	471	42623.4	471	67931.9	471	68626.1	471	79921.9	471	44257.1	471	63731.9	471	33027.3
476	104271	476	87045.1	476	118365	476	121540	476	95794.2	476	44462.8	476	122566	476	93118.3	476	44263.3	476	98709.2	476	42681.7	476	68442.6	476	69429.3	476	79901	476	44453.6	476	63829.1	476	33070.1
481	104938	481	87995	481	119569	481	121516	481	96790.3	481	44629.7	481	123211	481	93324	481	44444.4	481	100028	481	42932.3	481	68311.1	481	69703	481	80798.5	481	44273.5	481	64194	481	33009
486	104668	486	88813.4	486	121124	486	122990	486	97106.6	486	44525.3	486	123616	486	94118.3	486	44204.9	486	100008	486	42874	486	68473.7	486	70423.7	486	80566	486	44427	486	64125.8	486	33058.9
491	106136	491	88853.2	491	121207	491	123987	491	98187.5	491	44912.2	491	123786	491	94210.7	491	44384	491	100930	491	43209.4	491	68808.4	491	70197.6	491	80375.3	491	44633.8	491	64597.2	491	33224.7
496	106579	496	89356.8	496	121884	496	124771	496	98363.1	496	44245.9	496	125253	496	94997	496	44495.6	496	101265	496	43234	496	68825	496	70722.4	496	81229.1	496	44318.5	496	64541.4	496	32976.5
501	106943	501	89845.9	501	122892	501	124879	501	99429.9	501	44712.6	501	125557	501	95312.1	501	44505.8	501	102465	501	43046.8	501	68683	501	71014.9	501	81578.5	501	44789.3	501	64586.9	501	33256.3
506	107588	506	90508.9	506	123377	506	126024	506	99568.9	506	44926.5	506	126644	506	95650.3	506	44321.6	506	102376	506	43768	506	69316.3	506	71481.8	506	81697.4	506	44352.3	506	65001.6	506	33352.9
511	108026	511	90884	511	123905	511	127004	511	100011	511	45250.1	511	127128	511	96604.2	511	44689	511	103139	511	43269.8	511	69457.3	511	71579.4	511	82423.5	511	44967.5	511	64939.6	511	33192.2
516	109336	516	91292.8	516	124805	516	127958	516	100913	516	45201.9	516	128138	516	96148.2	516	44556	516	103314	516	43389.5	516	69689.5	516	71751.7	516	82343.2	516	45173.3	516	65688.5	516	33371.3
521	109225	521	91749.8	521	125395	521	128000	521	101445	521	45104.7	521	127822	521	97046.7	521	44508.9	521	103149	521	43406.9	521	69912.4	521	72350.6	521	82036.5	521	45140.5	521	66197.6	521	33183
526	110354	526	92624.3	526	126302	526	128964	526	101347	526	45450.8	526	129106	526	97317.9	526	44891.7	526	103446	526	43524.5	526	70120.8	526	72213.6	526	83044.5	526	45137.4	526	64994.4	526	33516.8
531	111126	531	93223.2	531	127204	531	130091	531	102434	531	45090.3	531	129522	531	98014	531	44335.9	531	104910	531	43620.7	531	70038.9	531	72173.1	531	83016.3	531	45197.8	531	66321.8	531	33482.2
536	111611	536	93708	536	127450	536	130432	536	102642	536	45370.9	536	129216	536	98733.4	536	45046.3	536	105638	536	44051.4	536	70500.4	536	72197	536	83567.5	536	45113.9	536	66098.3	536	33443.5
541	112737	541	94630.6	541	128693	541	131211	541	103039	541	45179.4	541	130208	541	98408.4	541	45038.1	541	105860	541	44315.4	541	70502.5	541	73213.5	541	83677.1	541	45065.8	541	66064.1	541	33411
546	112960	546	94927.7	546	128884	546	131820	546	103598	546	45361.7	546	130346	546	99562.5	546	44964.4	546	106531	546	44509.9	546	70883.2	546	73053.6	546	83787.8	546	45109.8	546	67057.9	546	33572.8
551	113873	551	95041.1	551	129678	551	131806	551	104848	551	45491.7	551	130910	551	99834.1	551	44920.4	551	106942	551	44553.9	551	70758.7	551	73477.3	551	84142.8	551	45113.9	551	66559.9	551	33576.8
556	113524	556	95651.3	556	130674	556	133225	556	105584	556	45536.8	556	132029	556	99745.7	556	45479.4	556	107686	556	44294	556	71069.9	556	73629	556	84609.7	556	45497.9	556	66357	556	33550.4
561	114819	561	96335.2	561	131076	561	134918	561	105742	561	45582.9	561	131949	561	100460	561	45543.9	561	107503	561	44533.4	561	71195.5	561	74378.1	561	84565.9	561	45252.1	561	66585.8	561	33593.1
566	115576	566	97299	566	131006	566	134896	566	105650	566	45840.9	566	133189	566	101064	566	44795.5	566	107983	566	44994.1	566	71559.7	566	74718	566	84928.4	566	45355.5	566	67101.3	566	33578.9
571	115649	571	96919.5	571	132643	571	135285	571	107254	571	45755.9	571	132897	571	101314	571	45227.5	571	108699	571	44442.4	571	71596	571	74525.7	571	85474.8	571	45732.4	571	67050.6	571	34068.5
576	116341	576	98347.4	576	133831	576	135933	576	107602	576	45886	576	133501	576	101552	576	45586.9	576	109360	576	44729	576	72570.7	576	74606.8	576	85942	576	45334	576	67442	576	33865.9
581	116764	581	98373.7	581	134092	581	137235	581	108103	581	46323.4	581	134427	581	102564	581	45904.4	581	109911	581	44905	581	72288.3	581	75365.6	581	86573.5	581	45745.7	581	67714.4	581	33992.1
586	117423	586	99209	586	135101	586	138272	586	109014	586	46138	586	134735	586	102133	586	45439.5	586	110523	586	44589.7	586	72180.3	586	75638.1	586	86528.5	586	45561.3	586	67834.5	586	33712.2
591	118078	591	99926.7	591	135809	591	138625	591	109489	591	45954.6	591	135509	591	102966	591	45902.4	591	111211	591	44762.7	591	73119	591	75679.7	591	86773.2	591	45908.5	591	68193	591	33934.1
596	118653	596	99274.2	596	136106	596	138563	596	109270	596	46030.4	596	135948	596	102918	596	45600.3	596	110975	596	45470.2	596	72644.4	596	75979.2	596	86598.6	596	45620.7	596	67942.3	596	33985
